"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Jun 09 17:22:14 GMT 2022","Thu Jun 09 17:22:14 GMT 2022","708","","TelexTest","","TelexTest","testTelex","testTelex()","Navigation to the landing page"
